symbol,name,sector,industry,market_cap
A,"Agilent Technologies, Inc.",Health Care,Biotechnology,Large Cap
AA,Alcoa Corporation,Materials,Metals & Mining,Large Cap
AAL,American Airlines Group Inc.,Industrials,Airlines,Mid Cap
AAOI,"Applied Optoelectronics, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap
AAON,"AAON, Inc.",Industrials,Building Products,Mid Cap
AAP,"Advance Auto Parts, Inc.",Consumer Discretionary,Specialty Retail,Mid Cap
AAPL,Apple Inc.,Information Technology,"Electronic Equipment, Instruments & Components",Mega Cap
ABAT,American Battery Technology Company Common Stock,Materials,Metals & Mining,Small Cap
ABBV,AbbVie Inc.,Health Care,Pharmaceuticals,Mega Cap
ABG,Asbury Automotive Group Inc,Consumer Discretionary,Automobiles,Mid Cap
ABM,ABM Industries Incorporated,Industrials,Professional Services,Mid Cap
ABNB,"Airbnb, Inc. Class A",Communication Services,Diversified Telecommunication Services,Large Cap
ABSI,Absci Corporation Common Stock,Health Care,Biotechnology,Small Cap
ABT,Abbott Laboratories,Health Care,Health Care Technology,Mega Cap
ABTC,American Bitcoin Corp. Class A Common Stock,Information Technology,Software,Small Cap
ABUS,Arbutus Biopharma Corporation,Health Care,Biotechnology,Small Cap
ACA,"Arcosa, Inc.",Industrials,Transportation Infrastructure,Mid Cap
ACAD,ACADIA Pharmaceuticals Inc.,Health Care,Biotechnology,Mid Cap
ACCO,ACCO Brands Corporation,Industrials,Commercial Services & Supplies,Small Cap
ACDC,ProFrac Holding Corp. Class A Common Stock,Energy,Energy Equipment & Services,Small Cap
ACEL,"Accel Entertainment, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
ACHC,"Acadia Healthcare Company, Inc.",Health Care,Health Care Equipment & Supplies,Mid Cap
ACHR,Archer Aviation Inc. Class A Common Stock,Industrials,Aerospace & Defense,Mid Cap
ACI,"Albertsons Companies, Inc. Class A",Consumer Staples,Food & Staples Retailing,Mid Cap
ACIW,"ACI Worldwide, Inc.",Information Technology,Software,Mid Cap
ACLS,"Axcelis Technologies, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap
ACM,AECOM,Industrials,Construction & Engineering,Large Cap
ACMR,"ACM Research, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap
ACRS,"Aclaris Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
ACTG,Acacia Research Corporation,Industrials,Professional Services,Small Cap
ACVA,ACV Auctions Inc.,Information Technology,Software,Small Cap
AD,Array Digital Infrastructure Inc. Common Shares,Communication Services,Diversified Telecommunication Services,Mid Cap
ADAM,Adamas Trust Inc. Common Stock,Information Technology,Software,Small Cap
ADBE,Adobe Inc.,Information Technology,Software,Large Cap
ADEA,Adeia Inc. Common Stock,Information Technology,Software,Mid Cap
ADI,"Analog Devices, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Large Cap
ADM,Archer-Daniels-Midland Company,Consumer Staples,Household Products,Large Cap
ADMA,"ADMA Biologics, Inc.",Health Care,Biotechnology,Mid Cap
ADP,"Automatic Data Processing, Inc.",Industrials,Professional Services,Large Cap
ADPT,Adaptive Biotechnologies Corp.,Health Care,Biotechnology,Mid Cap
ADSK,"Autodesk, Inc.",Information Technology,Software,Large Cap
ADT,ADT Inc.,Industrials,Professional Services,Mid Cap
ADTN,"ADTRAN, Inc.",Information Technology,Communications Equipment,Small Cap
ADUS,Addus HomeCare Corporation,Health Care,Health Care Equipment & Supplies,Small Cap
AEGN,Aegion Corporation,Industrials,Construction & Engineering,Small Cap
AEHR,Aehr Test Systems,Information Technology,Semiconductors & Semiconductor Equipment,Small Cap
AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment,Large Cap
AEO,"American Eagle Outfitters, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Mid Cap
AESI,Atlas Energy Solutions Inc. Class A Common Stock,Energy,Energy Equipment & Services,Small Cap
AEVA,"Aeva Technologies, Inc.",Consumer Discretionary,Auto Components,Small Cap
AFRM,"Affirm Holdings, Inc.",Information Technology,IT Services,Large Cap
AGCO,AGCO Corporation,Industrials,Machinery,Mid Cap
AGIO,"Agios Pharmaceuticals, Inc.",Health Care,Biotechnology,Small Cap
AGNCZ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock,,,Large Cap
AGX,"Argan, Inc.",Industrials,Construction & Engineering,Mid Cap
AGYS,"Agilysys, Inc.",Information Technology,Software,Mid Cap
AHCO,AdaptHealth Corp.,Health Care,Health Care Technology,Small Cap
AI,"C3.ai, Inc.",Information Technology,IT Services,Small Cap
AIAI,AIAI Holdings Corporation Class A Common Stock,Information Technology,Software,Small Cap
AIN,Albany International Corp.,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Small Cap
AIOT,PowerFleet Inc. Common Stock,Communication Services,Diversified Telecommunication Services,Small Cap
AIP,Arteris Inc. Common Stock,Information Technology,Semiconductors & Semiconductor Equipment,Small Cap
AIR,AAR Corp.,Industrials,Aerospace & Defense,Mid Cap
AIT,"Applied Industrial Technologies, Inc.",Industrials,Trading Companies & Distributors,Large Cap
AKAM,"Akamai Technologies, Inc.",Information Technology,Software,Large Cap
AKBA,"Akebia Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
AKTS,"Aktis Oncology, Inc.",Information Technology,Communications Equipment,Small Cap
ALAB,Astera Labs Inc. Common Stock,Information Technology,Semiconductors & Semiconductor Equipment,Large Cap
ALB,Albemarle Corporation,Materials,Chemicals,Large Cap
ALCO,"Alico, Inc.",Consumer Staples,Household Products,Small Cap
ALDX,"Aldeyra Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
ALG,Alamo Group Inc.,Industrials,Machinery,Mid Cap
ALGM,"Allegro MicroSystems, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap
ALGN,"Align Technology, Inc.",Health Care,Health Care Technology,Large Cap
ALGT,Allegiant Travel Company,Industrials,Airlines,Small Cap
ALHC,"Alignment Healthcare, Inc.",Health Care,Health Care Providers & Services,Mid Cap
ALIT,Alight Inc. Class A Common Stock,Information Technology,Software,Small Cap
ALK,"Alaska Air Group, Inc.",Industrials,Airlines,Mid Cap
ALKT,"Alkami Technology, Inc.",Information Technology,Software,Small Cap
ALLO,"Allogene Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
ALMS,Alumis Inc. Common Stock,Health Care,Biotechnology,Mid Cap
ALNT,Allient Inc. Common Stock,Industrials,Electrical Equipment,Small Cap
ALNY,"Alnylam Pharmaceuticals, Inc.",Health Care,Biotechnology,Large Cap
ALOY,REalloys Inc. Common Stock,Materials,Metals & Mining,Small Cap
ALRM,"Alarm.com Holdings, Inc.",Information Technology,Software,Mid Cap
ALSN,"Allison Transmission Holdings, Inc.",Consumer Discretionary,Auto Components,Large Cap
ALT,"Altimmune, Inc.",Health Care,Biotechnology,Small Cap
AM,Antero Midstream Corporation,Energy,"Oil, Gas & Consumable Fuels",Large Cap
AMAT,"Applied Materials, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Mega Cap
AMBA,"Ambarella, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap
AMBQ,Ambiq Micro Inc. Common Stock,Information Technology,Semiconductors & Semiconductor Equipment,Small Cap
AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,Small Cap
AMD,"Advanced Micro Devices, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Mega Cap
AME,"AMETEK, Inc.",Industrials,Machinery,Large Cap
AMGN,Amgen Inc.,Health Care,Pharmaceuticals,Mega Cap
AMKR,"Amkor Technology, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Large Cap
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology,Small Cap
AMN,AMN Healthcare Services Inc,Health Care,Health Care Equipment & Supplies,Small Cap
AMOT,Allied Motion Technologies Inc.,Information Technology,"Electronic Equipment, Instruments & Components",Small Cap
AMPH,"Amphastar Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,Small Cap
AMPL,Amplitude Inc. Class A Common Stock,Information Technology,Software,Small Cap
AMPX,Amprius Technologies Inc. Common Stock,Industrials,Electrical Equipment,Small Cap
AMR,"Alpha Metallurgical Resources, Inc.",Materials,Metals & Mining,Mid Cap
AMRC,"Ameresco, Inc.",Industrials,Construction & Engineering,Small Cap
AMRX,"Amneal Pharmaceuticals, Inc. Class A",Health Care,Pharmaceuticals,Mid Cap
AMRZ,Amrize Ltd Ordinary Shares,Materials,Construction Materials,Large Cap
AMSC,American Superconductor Corporation,Industrials,Machinery,Small Cap
AMSWA,"American Software, Inc.",Information Technology,Software,Small Cap
AMTM,Amentum Holdings Inc. Common Stock,Industrials,Aerospace & Defense,Mid Cap
AMWD,American Woodmark Corporation,Consumer Discretionary,Household Durables,Small Cap
AMZN,"Amazon.com, Inc.",Consumer Discretionary,Internet & Direct Marketing Retail,Mega Cap
AN,"AutoNation, Inc.",Consumer Discretionary,Automobiles,Mid Cap
ANAB,"AnaptysBio, Inc.",Health Care,Biotechnology,Small Cap
ANDE,"The Andersons, Inc.",Consumer Staples,Food & Staples Retailing,Mid Cap
ANF,Abercrombie & Fitch Co. Class A,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Mid Cap
ANGI,Angi Inc.,Communication Services,Diversified Telecommunication Services,Small Cap
ANGIV,Angi Inc. Class A Common Stock When Issued,Communication Services,Diversified Telecommunication Services,Small Cap
ANGO,"AngioDynamics, Inc.",Health Care,Health Care Equipment & Supplies,Small Cap
ANGX,Angel Studios Inc. Class A Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,Small Cap
ANNX,"Annexon, Inc.",Health Care,Biotechnology,Small Cap
ANRO,Alto Neuroscience Inc.,Health Care,Biotechnology,Small Cap
AORT,Artivion Inc. Common Stock,Health Care,Health Care Technology,Small Cap
AOS,A.O. Smith Corporation,Industrials,Machinery,Large Cap
AOSL,Alpha and Omega Semiconductor Limited,Information Technology,Semiconductors & Semiconductor Equipment,Small Cap
APA,APA Corporation,Energy,"Oil, Gas & Consumable Fuels",Large Cap
APC,ARKO Petroleum Corp. Class A Common Stock,Energy,"Oil, Gas & Consumable Fuels",Small Cap
APD,"Air Products and Chemicals, Inc.",Materials,Chemicals,Large Cap
APEI,"American Public Education, Inc.",Consumer Staples,Household Products,Small Cap
APG,APi Group Corporation,Industrials,Construction & Engineering,Large Cap
APGE,Apogee Therapeutics Inc. Common Stock,Health Care,Biotechnology,Mid Cap
APH,Amphenol Corporation Class A,Information Technology,"Electronic Equipment, Instruments & Components",Large Cap
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products,Small Cap
APP,AppLovin Corp. Class A,Information Technology,Software,Large Cap
APPF,"AppFolio, Inc.",Information Technology,Software,Mid Cap
APPN,Appian Corporation Class A,Information Technology,Software,Small Cap
APPS,"Digital Turbine, Inc.",Information Technology,Software,Small Cap
APR,"Apria, Inc.",Health Care,Health Care Equipment & Supplies,Small Cap
AQST,"Aquestive Therapeutics, Inc.",Health Care,Pharmaceuticals,Small Cap
AR,Antero Resources Corporation,Energy,"Oil, Gas & Consumable Fuels",Large Cap
ARCB,ArcBest Corporation,Industrials,Transportation Infrastructure,Mid Cap
ARDT,Ardent Health Partners Inc. Common Stock,Health Care,Health Care Providers & Services,Small Cap
ARDX,"Ardelyx, Inc.",Health Care,Biotechnology,Small Cap
AREC,American Resources Corporation,Materials,Metals & Mining,Small Cap
ARHS,Arhaus Inc. Class A Common Stock,Industrials,Building Products,Small Cap
ARKO,Arko Corp.,Consumer Staples,Food & Staples Retailing,Small Cap
ARLO,"Arlo Technologies, Inc.",Industrials,Professional Services,Small Cap
ARLP,"Alliance Resource Partners, L.P.",Materials,Metals & Mining,Mid Cap
ARMK,Aramark,Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
ARMP,Armata Pharmaceuticals Inc.,Health Care,Biotechnology,Small Cap
AROC,"Archrock, Inc.",Energy,Energy Equipment & Services,Mid Cap
ARQT,"Arcutis Biotherapeutics, Inc.",Health Care,Biotechnology,Mid Cap
ARRY,"Array Technologies, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Small Cap
ARVN,"Arvinas, Inc.",Health Care,Biotechnology,Small Cap
ARW,"Arrow Electronics, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap
ARWR,"Arrowhead Pharmaceuticals, Inc.",Health Care,Biotechnology,Mid Cap
ARXS,Arxis Inc. Class A Common Stock,Industrials,Aerospace & Defense,Large Cap
ASAN,"Asana, Inc.",Information Technology,Software,Small Cap
ASGN,ASGN Incorporated,Industrials,Professional Services,Small Cap
ASH,Ashland Inc.,Materials,Chemicals,Mid Cap
ASIX,AdvanSix Inc.,Materials,Chemicals,Small Cap
ASLE,AerSale Corporation,Industrials,Air Freight & Logistics,Small Cap
ASLEW,AerSale Corporation,Industrials,Air Freight & Logistics,Small Cap
ASMB,"Assembly Biosciences, Inc.",Health Care,Biotechnology,Small Cap
ASO,"Academy Sports and Outdoors, Inc.",Consumer Discretionary,Specialty Retail,Mid Cap
ASPI,ASP Isotopes Inc. Common Stock,Materials,Chemicals,Small Cap
ASST,"Strive, Inc.",Information Technology,Software,Small Cap
ASTE,"Astec Industries, Inc.",Industrials,Machinery,Small Cap
ASTH,Astrana Health Inc. Common Stock,Industrials,Professional Services,Small Cap
ASTS,"AST SpaceMobile, Inc.",Communication Services,Diversified Telecommunication Services,Large Cap
ATEC,"Alphatec Holdings, Inc.",Health Care,Health Care Technology,Mid Cap
ATEX,Anterix Inc.,Communication Services,Diversified Telecommunication Services,Small Cap
ATI,ATI Inc.,Industrials,Building Products,Large Cap
ATKR,Atkore Inc.,Industrials,Electrical Equipment,Mid Cap
ATMU,Atmus Filtration Technologies Inc.,Industrials,,Mid Cap
ATNI,"ATN International, Inc.",Communication Services,Diversified Telecommunication Services,Small Cap
ATR,"AptarGroup, Inc.",Consumer Discretionary,Distributors,Mid Cap
ATRC,"AtriCure, Inc.",Health Care,Health Care Equipment & Supplies,Small Cap
ATRO,Astronics Corporation,Industrials,Aerospace & Defense,Mid Cap
AUGO,Aura Minerals Inc. Common Shares,Materials,Metals & Mining,Mid Cap
AUR,Aurora Innovation Inc. Class A Common Stock,Information Technology,Software,Mid Cap
AURA,Aura Biosciences Inc. Common Stock,Health Care,Biotechnology,Small Cap
AUROW,Aurora Innovation Inc. Warrant,Information Technology,Software,Small Cap
AVAH,Aveanna Healthcare Holdings Inc.,Health Care,Health Care Equipment & Supplies,Small Cap
AVAV,"AeroVironment, Inc.",Industrials,Aerospace & Defense,Large Cap
AVBP,ArriVent BioPharma Inc. Common Stock,Health Care,Biotechnology,Small Cap
AVEX,AEVEX Corp.,Industrials,Aerospace & Defense,Small Cap
AVGO,Broadcom Inc.,Information Technology,Semiconductors & Semiconductor Equipment,Mega Cap
AVIR,"Atea Pharmaceuticals, Inc.",Health Care,Biotechnology,Small Cap
AVLN,Avalyn Pharma Inc. Common Stock,Health Care,Biotechnology,Small Cap
AVNS,"Avanos Medical, Inc.",Health Care,Health Care Technology,Small Cap
AVNT,Avient Corporation,Materials,Chemicals,Mid Cap
AVO,"Mission Produce, Inc.",Consumer Staples,Household Products,Small Cap
AVPT,AvePoint Inc. Class A Common Stock,Information Technology,Software,Mid Cap
AVR,Anteris Technologies Global Corp. Common Stock,Health Care,Health Care Equipment & Supplies,Small Cap
AVT,"Avnet, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap
AVTR,"Avantor, Inc.",Materials,Chemicals,Mid Cap
AVTX,Avalo Therapeutics Inc. Common Stock,Health Care,Biotechnology,Small Cap
AVXL,Anavex Life Sciences Corp.,Health Care,Biotechnology,Small Cap
AVY,Avery Dennison Corporation,Industrials,Commercial Services & Supplies,Large Cap
AWI,"Armstrong World Industries, Inc.",Industrials,Building Products,Mid Cap
AXGN,"AxoGen, Inc.",Health Care,Health Care Technology,Small Cap
AXL,"American Axle & Manufacturing Holdings, Inc.",Consumer Discretionary,Auto Components,Small Cap
AXON,Axon Enterprise Inc,Industrials,Aerospace & Defense,Large Cap
AXSM,"Axsome Therapeutics, Inc.",Health Care,Biotechnology,Mid Cap
AXTA,Axalta Coating Systems Ltd.,Materials,Chemicals,Mid Cap
AXTI,"AXT, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Small Cap
AYI,"Acuity Brands, Inc.",Industrials,Electrical Equipment,Mid Cap
AZTA,Azenta Inc.,Health Care,Health Care Technology,Small Cap
AZZ,AZZ Inc.,Industrials,Electrical Equipment,Mid Cap
BA,Boeing Company (The),Industrials,Aerospace & Defense,Large Cap
BAH,Booz Allen Hamilton Holding Corporation Class A,Industrials,Professional Services,Mid Cap
BALL,Ball Corporation Common Stock,Consumer Discretionary,Distributors,Large Cap
BALY,Bally's Corporation,Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
BAND,Bandwidth Inc. Class A,Information Technology,Software,Small Cap
BATRA,The Liberty Braves Group,Communication Services,Entertainment,Mid Cap
BATRK,The Liberty Braves Group,Communication Services,Entertainment,Mid Cap
BAX,Baxter International Inc.,Health Care,Health Care Equipment & Supplies,Large Cap
BBAI,BigBear.ai Inc. Common Stock,Information Technology,Software,Small Cap
BBBY,Bed Bath & Beyond Inc.,Consumer Discretionary,Specialty Retail,Small Cap
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,Construction & Engineering,Small Cap
BBIG,"Vinco Ventures, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
BBIO,"BridgeBio Pharma, Inc.",Health Care,Biotechnology,Large Cap
BBNX,Beta Bionics Inc. Common Stock,Health Care,Health Care Technology,Small Cap
BBOT,BridgeBio Oncology Therapeutics Inc. Common Stock  ,Health Care,Biotechnology,Small Cap
BBSI,"Barrett Business Services, Inc.",Industrials,Professional Services,Small Cap
BBW,"Build-A-Bear Workshop, Inc.",Consumer Discretionary,Specialty Retail,Small Cap
BBWI,Bath & Body Works Inc.,Industrials,Professional Services,Mid Cap
BBY,"Best Buy Co., Inc.",Consumer Discretionary,Specialty Retail,Large Cap
BC,Brunswick Corporation,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
BCAX,Bicara Therapeutics Inc. Common Stock,Health Care,Biotechnology,Small Cap
BCC,Boise Cascade Co.,Materials,Paper & Forest Products,Mid Cap
BCPC,Balchem Corp,Materials,Chemicals,Mid Cap
BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,Biotechnology,Small Cap
BDC,Belden Inc.,Industrials,Electrical Equipment,Mid Cap
BDX,"Becton, Dickinson and Company",Health Care,Health Care Equipment & Supplies,Large Cap
BE,Bloom Energy Corporation,Industrials,Electrical Equipment,Large Cap
BEAM,Beam Therapeutics Inc.,Health Care,Biotechnology,Mid Cap
BELFA,Bel Fuse Inc.,Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap
BELFB,Bel Fuse Inc.,Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap
BETA,Beta Technologies Inc. Class A Common Stock,Industrials,Aerospace & Defense,Mid Cap
BFAM,Bright Horizons Family Solutions Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
BG,Bunge Limited,Consumer Staples,Household Products,Large Cap
BGS,"B&G Foods, Inc.",Consumer Staples,Food & Staples Retailing,Small Cap
BH,Biglari Holdings Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
BHE,"Benchmark Electronics, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Health Care,Biotechnology,Small Cap
BIIB,Biogen Inc.,Health Care,Pharmaceuticals,Large Cap
BILL,"BILL Holdings, Inc.",Information Technology,Software,Mid Cap
BIO,"Bio-Rad Laboratories, Inc. Class A",Health Care,Health Care Technology,Mid Cap
BIOA,BioAge Labs Inc. Common Stock,Health Care,Biotechnology,Small Cap
BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Staples,Household Products,Large Cap
BJRI,"BJ's Restaurants, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
BKD,Brookdale Senior Living Inc.,Health Care,Health Care Equipment & Supplies,Mid Cap
BKE,"The Buckle, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Mid Cap
BKNG,Booking Holdings Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
BKR,Baker Hughes Company Class A,Energy,Energy Equipment & Services,Large Cap
BKSY,BlackSky Technology Inc. Class A Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Small Cap
BKTI,BK Technologies Corporation,Information Technology,Communications Equipment,Small Cap
BKV,BKV Corporation Common Stock,Energy,"Oil, Gas & Consumable Fuels",Mid Cap
BL,"BlackLine, Inc.",Information Technology,Software,Mid Cap
BLBD,Blue Bird Corporation,Consumer Discretionary,Automobiles,Small Cap
BLD,TopBuild Corp.,Industrials,Construction & Engineering,Large Cap
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products,Large Cap
BLFS,"BioLife Solutions, Inc.",Health Care,Health Care Equipment & Supplies,Small Cap
BLKB,"Blackbaud, Inc.",Information Technology,Software,Mid Cap
BLLN,BillionToOne Inc. Class A Common Stock,Health Care,Biotechnology,Mid Cap
BLMN,"Bloomin' Brands, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
BLTE,Belite Bio Inc American Depositary Shares,Health Care,Biotechnology,Mid Cap
BMBL,Bumble Inc.,Information Technology,Software,Small Cap
BMI,"Badger Meter, Inc.",Industrials,Electrical Equipment,Mid Cap
BMRN,BioMarin Pharmaceutical Inc.,Health Care,Biotechnology,Large Cap
BMY,Bristol-Myers Squibb Company,Health Care,Pharmaceuticals,Large Cap
BNTC,Benitec Biopharma Inc.,Health Care,Biotechnology,Small Cap
BOBS,Bob's Discount Furniture Inc. Common Stock,Consumer Discretionary,Automobiles,Mid Cap
BOC,Boston Omaha Corporation Class A Common Stock,Communication Services,Diversified Telecommunication Services,Small Cap
BOOT,"Boot Barn Holdings, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Mid Cap
BOX,"Box, Inc.",Information Technology,Software,Mid Cap
BPOPM,Popular Capital Trust II PFD GTD 6.125%,,,Small Cap
BR,"Broadridge Financial Solutions, Inc.",Information Technology,IT Services,Large Cap
BRBR,"BellRing Brands, Inc.",Consumer Staples,Food & Staples Retailing,Mid Cap
BRC,Brady Corporation,Industrials,Professional Services,Mid Cap
BRCB,Black Rock Coffee Bar Inc. Class A Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
BRKR,Bruker Corporation,Health Care,Health Care Technology,Mid Cap
BRKRP,Bruker Corporation 6.375% Mandatory Convertible Preferred Stock Series A,Health Care,Biotechnology,Large Cap
BRKS,"Brooks Automation, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap
BROS,Dutch Bros Inc. Class A Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
BRSL,Brightstar Lottery Ordinary Shares,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
BRUN,Boost Run Inc. Class A Common Stock,Information Technology,Software,Small Cap
BRZE,Braze Inc. Class A Common Stock,Information Technology,Software,Mid Cap
BSX,Boston Scientific Corporation,Health Care,Health Care Equipment & Supplies,Large Cap
BSY,"Bentley Systems, Incorporated Class B",Information Technology,Software,Large Cap
BTBT,"Bit Digital, Inc.",Information Technology,Software,Small Cap
BTRSW,BTRS Holdings Inc.,Information Technology,Software,Mid Cap
BTSG,BrightSpring Health Services Inc. Common Stock,Health Care,Health Care Technology,Mid Cap
BTSGU,BrightSpring Health Services Inc. Tangible Equity Unit,Health Care,,Large Cap
BTU,Peabody Energy Corporation,Materials,Metals & Mining,Mid Cap
BURL,"Burlington Stores, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Large Cap
BV,"BrightView Holdings, Inc.",Industrials,Professional Services,Small Cap
BVS,Bioventus Inc.,Health Care,Biotechnology,Small Cap
BW,"Babcock & Wilcox Enterprises, I",Industrials,Electrical Equipment,Small Cap
BWA,BorgWarner Inc.,Consumer Discretionary,Auto Components,Large Cap
BWMN,Bowman Consulting Group Ltd. Common Stock,Industrials,Professional Services,Small Cap
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026,Industrials,Building Products,Mid Cap
BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,Large Cap
BXBL,BOXABL Inc. Common stock,Industrials,Construction & Engineering,Small Cap
BXC,BlueLinx Holdings Inc.,Industrials,Building Products,Small Cap
BXG,Bluegreen Vacations Corporation,Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
BYD,Boyd Gaming Corporation,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
BYND,"Beyond Meat, Inc.",Consumer Staples,Food & Staples Retailing,Small Cap
BZH,"Beazer Homes USA, Inc.",Industrials,Construction & Engineering,Small Cap
CABA,"Cabaletta Bio, Inc.",Health Care,Biotechnology,Small Cap
CACI,CACI International Inc,Information Technology,IT Services,Large Cap
CAG,"Conagra Brands, Inc.",Consumer Staples,Food & Staples Retailing,Mid Cap
CAH,"Cardinal Health, Inc.",Health Care,Health Care Providers & Services,Large Cap
CAKE,Cheesecake Factory Incorporated,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
CAL,"Caleres, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Small Cap
CALM,"Cal-Maine Foods, Inc.",Consumer Staples,Household Products,Mid Cap
CALX,"Calix, Inc.",Information Technology,Software,Mid Cap
CALY,Callaway Golf Company,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
CAPL,CrossAmerica Partners LP,Energy,"Oil, Gas & Consumable Fuels",Small Cap
CAPR,"Capricor Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
CAR,"Avis Budget Group, Inc.",Industrials,Commercial Services & Supplies,Mid Cap
CARG,"CarGurus, Inc.",Communication Services,Diversified Telecommunication Services,Mid Cap
CARL,Carlsmed Inc. Common Stock,Health Care,Health Care Technology,Small Cap
CARR,Carrier Global Corp.,Industrials,Building Products,Large Cap
CARS,Cars.com Inc.,Consumer Discretionary,Automobiles,Small Cap
CART,Maplebear Inc. Common Stock,Information Technology,IT Services,Mid Cap
CASS,"Cass Information Systems, Inc.",Industrials,Professional Services,Small Cap
CASY,"Casey's General Stores, Inc.",Consumer Staples,Food & Staples Retailing,Large Cap
CAT,Caterpillar Inc.,Industrials,Machinery,Mega Cap
CATM,Cardtronics plc,Industrials,Commercial Services & Supplies,Small Cap
CATX,Perspective Therapeutics Inc. Common Stock,Health Care,Biotechnology,Small Cap
CAVA,CAVA Group Inc. Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
CBLL,CeriBell Inc. Common Stock,Health Care,Health Care Equipment & Supplies,Small Cap
CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
CBRS,Cerebras Systems Inc. Class A Common Stock,Information Technology,Semiconductors & Semiconductor Equipment,Large Cap
CBT,Cabot Corporation,Materials,Chemicals,Mid Cap
CBU,"Community Bank System, Inc.",Information Technology,Software,Mid Cap
CBZ,"CBIZ, Inc.",Industrials,Professional Services,Small Cap
CC,The Chemours Company,Materials,Chemicals,Mid Cap
CCC,CCC Intelligent Solutions Holdings Inc. Common Stock,Information Technology,Software,Mid Cap
